timestep,group,group_members,MSEUr_mean,DTUr_mean,sched_members,sched_members_complete,decision,reward
565,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 4, 6], [0, 3, 5]]","[[1, 2, 4, 6], [0, 3, 5]]","const(G0, Q4, 50)",0.716
566,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2, 3, 5, 6], [1, 4]]","[[0, 2, 3, 5, 6], [1, 4]]","inc(G0, Q4, 75)",0.793
567,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3, 4, 5, 6], [0, 1, 2]]","[[3, 4, 5, 6], [0, 1, 2]]","dec(G0, Q4, 50)",0.716
568,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 5, 6], [0, 3, 4]]","[[1, 2, 5, 6], [0, 3, 4]]","const(G0, Q4, 50)",0.717
569,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3, 4, 6], [0, 1, 2, 5]]","[[3, 4, 6], [0, 1, 2, 5]]","dec(G0, Q4, 50)",0.649
570,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 3, 5, 6], [0, 4]]","[[1, 2, 3, 5, 6], [0, 4]]","inc(G0, Q4, 75)",0.776
571,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2, 3, 5], [1, 4, 6]]","[[0, 2, 3, 5], [1, 4, 6]]","dec(G0, Q4, 50)",0.731
572,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 3, 4, 6], [0, 2, 5]]","[[1, 3, 4, 6], [0, 2, 5]]","const(G0, Q4, 50)",0.708
573,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 3, 5], [0, 2, 4, 6]]","[[1, 3, 5], [0, 2, 4, 6]]","dec(G0, Q4, 50)",0.653
574,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 3, 5, 6], [1, 2, 4]]","[[0, 3, 5, 6], [1, 2, 4]]","inc(G0, Q4, 50)",0.73
575,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 5, 6], [0, 3, 4]]","[[1, 2, 5, 6], [0, 3, 4]]","const(G0, Q4, 50)",0.712
576,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2, 3, 4, 5], [1, 6]]","[[0, 2, 3, 4, 5], [1, 6]]","inc(G0, Q4, 75)",0.804
577,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2, 3, 6], [1, 4, 5]]","[[0, 2, 3, 6], [1, 4, 5]]","dec(G0, Q4, 50)",0.721
578,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1, 2, 3, 4, 5, 6], [0]]","inc(G0, Q4, 75)",0.847
579,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 1, 3, 4, 5, 6], [2]]","const(G0, Q4, 75)",0.858
580,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 3, 5, 6], [0, 2, 4]]","[[1, 3, 5, 6], [0, 2, 4]]","dec(G0, Q4, 50)",0.714
581,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 3, 5, 6], [1, 2, 4]]","[[0, 3, 5, 6], [1, 2, 4]]","const(G0, Q4, 50)",0.725
582,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 2, 4, 6], [3, 5]]","[[0, 1, 2, 4, 6], [3, 5]]","inc(G0, Q4, 75)",0.801
583,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","inc(G0, Q4, 75)",0.868
584,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 5, 6], [3, 4]]","[[0, 1, 2, 5, 6], [3, 4]]","dec(G0, Q4, 75)",0.788
585,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 3, 4, 5], [0, 1, 6]]","[[2, 3, 4, 5], [0, 1, 6]]","dec(G0, Q4, 50)",0.721
586,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 4, 6], [0, 2, 3, 5]]","[[1, 4, 6], [0, 2, 3, 5]]","dec(G0, Q4, 50)",0.651
587,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 3, 4, 5, 6], [1, 2]]","[[0, 3, 4, 5, 6], [1, 2]]","inc(G0, Q4, 75)",0.804
588,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 4, 5], [0, 3, 6]]","[[1, 2, 4, 5], [0, 3, 6]]","dec(G0, Q4, 50)",0.728
589,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 5, 6], [0, 2, 3, 4]]","[[1, 5, 6], [0, 2, 3, 4]]","dec(G0, Q4, 50)",0.649
590,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 3, 5, 6], [1, 2, 4]]","[[0, 3, 5, 6], [1, 2, 4]]","inc(G0, Q4, 50)",0.725
591,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5], [2, 6]]","[[0, 1, 3, 4, 5], [2, 6]]","inc(G0, Q4, 75)",0.809
592,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 2, 5, 6], [0, 3, 4]]","[[1, 2, 5, 6], [0, 3, 4]]","dec(G0, Q4, 50)",0.724
593,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 2, 4, 5, 6], [0, 3]]","[[1, 2, 4, 5, 6], [0, 3]]","inc(G0, Q4, 75)",0.788
594,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2, 3, 4, 5], [0, 1, 6]]","[[2, 3, 4, 5], [0, 1, 6]]","dec(G0, Q4, 50)",0.728
595,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 5, 6], [4]]","[[0, 1, 2, 3, 5, 6], [4]]","inc(G0, Q4, 75)",0.863
596,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 2, 3, 5, 6], [0, 4]]","[[1, 2, 3, 5, 6], [0, 4]]","dec(G0, Q4, 75)",0.789
597,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 6], [2, 5]]","[[0, 1, 3, 4, 6], [2, 5]]","const(G0, Q4, 75)",0.811
598,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 4, 5, 6], [3]]","[[0, 1, 2, 4, 5, 6], [3]]","inc(G0, Q4, 75)",0.872
599,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 5, 6], [4]]","[[0, 1, 2, 3, 5, 6], [4]]","const(G0, Q4, 75)",0.867
600,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","const(G0, Q4, 75)",0.869
601,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 4, 5, 6], [3]]","[[0, 1, 2, 4, 5, 6], [3]]","const(G0, Q4, 75)",0.861
602,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2, 3, 5, 6], [1, 4]]","[[0, 2, 3, 5, 6], [1, 4]]","dec(G0, Q4, 75)",0.796
603,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[3, 5], [0, 1, 2, 4, 6]]","[[3, 5], [0, 1, 2, 4, 6]]","dec(G0, Q3, 25)",0.593
604,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 5], [3, 4, 6]]","[[0, 1, 2, 5], [3, 4, 6]]","inc(G0, Q4, 50)",0.735
605,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2, 5, 6], [0, 1, 3, 4]]","[[2, 5, 6], [0, 1, 3, 4]]","dec(G0, Q3, 50)",0.654
606,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 4, 5, 6], [0, 2, 3]]","[[1, 4, 5, 6], [0, 2, 3]]","inc(G0, Q4, 50)",0.731
607,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1, 2, 3, 4, 5, 6], [0]]","inc(G0, Q4, 75)",0.868
608,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 1, 3, 4, 5, 6], [2]]","const(G0, Q4, 75)",0.87
609,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","const(G0, Q4, 75)",0.881
610,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 5, 6], [4]]","[[0, 1, 2, 3, 5, 6], [4]]","const(G0, Q4, 75)",0.872
611,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 2, 4], [0, 3, 5, 6]]","[[1, 2, 4], [0, 3, 5, 6]]","dec(G0, Q3, 50)",0.656
612,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2, 4, 5, 6], [1, 3]]","[[0, 2, 4, 5, 6], [1, 3]]","inc(G0, Q4, 75)",0.791
613,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 4, 5, 6], [0, 3]]","[[1, 2, 4, 5, 6], [0, 3]]","const(G0, Q4, 75)",0.783
614,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[2, 3, 4, 5, 6], [0, 1]]","[[2, 3, 4, 5, 6], [0, 1]]","const(G0, Q4, 75)",0.788
615,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 4], [3, 5, 6]]","[[0, 1, 2, 4], [3, 5, 6]]","dec(G0, Q4, 50)",0.732
616,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 3], [0, 2, 4, 5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","dec(G0, Q3, 25)",0.596
617,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 4, 5], [2, 3, 6]]","[[0, 1, 4, 5], [2, 3, 6]]","inc(G0, Q4, 50)",0.741
618,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2, 3, 4, 5, 6], [1]]","[[0, 2, 3, 4, 5, 6], [1]]","inc(G0, Q4, 75)",0.88
619,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 1, 3, 4, 5, 6], [2]]","const(G0, Q4, 75)",0.884
620,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2, 3, 4], [1, 5, 6]]","[[0, 2, 3, 4], [1, 5, 6]]","dec(G0, Q4, 50)",0.725
621,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2, 3, 4, 5], [1, 6]]","[[0, 2, 3, 4, 5], [1, 6]]","inc(G0, Q4, 75)",0.795
622,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2, 4, 5, 6], [1, 3]]","[[0, 2, 4, 5, 6], [1, 3]]","const(G0, Q4, 75)",0.797
623,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0, 6]]","[[1, 2, 3, 4, 5], [0, 6]]","const(G0, Q4, 75)",0.799
624,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[2, 3, 4, 5, 6], [0, 1]]","[[2, 3, 4, 5, 6], [0, 1]]","const(G0, Q4, 75)",0.784
625,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 3, 4, 5, 6], [1, 2]]","[[0, 3, 4, 5, 6], [1, 2]]","const(G0, Q4, 75)",0.796
626,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[3, 4, 6], [0, 1, 2, 5]]","[[3, 4, 6], [0, 1, 2, 5]]","dec(G0, Q3, 50)",0.654
627,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 2, 4, 5, 6], [0, 3]]","[[1, 2, 4, 5, 6], [0, 3]]","inc(G0, Q4, 75)",0.803
628,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 3, 4, 5, 6], [1, 2]]","[[0, 3, 4, 5, 6], [1, 2]]","const(G0, Q4, 75)",0.797
629,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 4, 5, 6], [3]]","[[0, 1, 2, 4, 5, 6], [3]]","inc(G0, Q4, 75)",0.881
630,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","dec(G0, Q3, 25)",0.594
631,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4], [5, 6]]","[[0, 1, 2, 3, 4], [5, 6]]","inc(G0, Q4, 75)",0.802
632,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","inc(G0, Q4, 75)",0.87
633,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2, 4, 5, 6], [1, 3]]","[[0, 2, 4, 5, 6], [1, 3]]","dec(G0, Q4, 75)",0.801
634,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2, 3, 4, 5, 6], [0, 1]]","[[2, 3, 4, 5, 6], [0, 1]]","const(G0, Q4, 75)",0.804
635,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 6], [4, 5]]","[[0, 1, 2, 3, 6], [4, 5]]","const(G0, Q4, 75)",0.807
636,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 1, 3, 4, 5, 6], [2]]","inc(G0, Q4, 75)",0.877
637,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 2, 4, 6], [1, 3, 5]]","[[0, 2, 4, 6], [1, 3, 5]]","dec(G0, Q4, 50)",0.727
638,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","dec(G0, Q3, 25)",0.596
639,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 1, 3, 4, 5, 6], [2]]","inc(G0, Q4, 75)",0.875
640,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","const(G0, Q4, 75)",0.875
641,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 6], [5]]","[[0, 1, 2, 3, 4, 6], [5]]","const(G0, Q4, 75)",0.882
642,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","const(G0, Q4, 75)",0.875
643,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 5, 6], [3, 4]]","[[0, 1, 2, 5, 6], [3, 4]]","dec(G0, Q4, 75)",0.81
644,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 5], [3, 4, 6]]","[[0, 1, 2, 5], [3, 4, 6]]","dec(G0, Q4, 50)",0.74
645,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[2, 4, 5, 6], [0, 1, 3]]","[[2, 4, 5, 6], [0, 1, 3]]","const(G0, Q4, 50)",0.738
646,0,"[0, 1, 2, 3, 4, 5, 6]","dec(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 3, 5], [0, 2, 4, 6]]","[[1, 3, 5], [0, 2, 4, 6]]","dec(G0, Q3, 50)",0.665
647,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 3, 4, 5, 6], [1, 2]]","[[0, 3, 4, 5, 6], [1, 2]]","inc(G0, Q4, 75)",0.802
648,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[4, 6], [0, 1, 2, 3, 5]]","[[4, 6], [0, 1, 2, 3, 5]]","dec(G0, Q3, 25)",0.601
649,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 3], [0, 2, 4, 5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G0, Q3, 25)",0.594
650,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 3, 4, 6], [1, 2, 5]]","[[0, 3, 4, 6], [1, 2, 5]]","inc(G0, Q4, 50)",0.73
651,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 2, 4, 6], [3, 5]]","[[0, 1, 2, 4, 6], [3, 5]]","inc(G0, Q4, 75)",0.796
652,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2, 3, 6], [1, 4, 5]]","[[0, 2, 3, 6], [1, 4, 5]]","dec(G0, Q4, 50)",0.724
653,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 3, 6], [0, 1, 4, 5]]","[[2, 3, 6], [0, 1, 4, 5]]","dec(G0, Q3, 50)",0.659
654,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 2, 3, 5, 6], [1, 4]]","[[0, 2, 3, 5, 6], [1, 4]]","inc(G0, Q4, 75)",0.801
655,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 5, 6], [2, 4]]","[[0, 1, 3, 5, 6], [2, 4]]","const(G0, Q4, 75)",0.79
656,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4, 6], [0, 1, 2, 3, 5]]","[[4, 6], [0, 1, 2, 3, 5]]","dec(G0, Q3, 25)",0.596
657,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 5, 6], [0, 4]]","[[1, 2, 3, 5, 6], [0, 4]]","inc(G0, Q4, 75)",0.793
658,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 6], [4, 5]]","[[0, 1, 2, 3, 6], [4, 5]]","const(G0, Q4, 75)",0.79
659,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 3, 5], [1, 2, 4, 6]]","[[0, 3, 5], [1, 2, 4, 6]]","dec(G0, Q3, 50)",0.666
660,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 3, 6], [0, 1, 4, 5]]","[[2, 3, 6], [0, 1, 4, 5]]","const(G0, Q3, 50)",0.655
661,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","dec(G0, Q3, 25)",0.593
662,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 3, 4, 6], [0, 1, 5]]","[[2, 3, 4, 6], [0, 1, 5]]","inc(G0, Q4, 50)",0.733
663,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 6], [4, 5]]","[[0, 1, 2, 3, 6], [4, 5]]","inc(G0, Q4, 75)",0.79
664,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 2, 4, 5], [3, 6]]","[[0, 1, 2, 4, 5], [3, 6]]","const(G0, Q4, 75)",0.812
665,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 3, 5, 6], [0, 4]]","[[1, 2, 3, 5, 6], [0, 4]]","const(G0, Q4, 75)",0.792
666,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3, 4, 6], [0, 1, 2, 5]]","[[3, 4, 6], [0, 1, 2, 5]]","dec(G0, Q3, 50)",0.66
667,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.535
668,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.6
669,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2, 3, 4], [1, 5, 6]]","[[0, 2, 3, 4], [1, 5, 6]]","inc(G0, Q4, 50)",0.734
670,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 2, 5], [3, 4, 6]]","[[0, 1, 2, 5], [3, 4, 6]]","const(G0, Q4, 50)",0.745
671,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 3, 4], [0, 5, 6]]","[[1, 2, 3, 4], [0, 5, 6]]","const(G0, Q4, 50)",0.726
672,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 5], [0, 3, 4, 6]]","[[1, 2, 5], [0, 3, 4, 6]]","dec(G0, Q3, 50)",0.667
673,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2, 3, 4, 5, 6], [1]]","[[0, 2, 3, 4, 5, 6], [1]]","inc(G0, Q4, 75)",0.863
674,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","const(G0, Q4, 75)",0.868
675,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 4, 5, 6], [0, 1, 3]]","[[2, 4, 5, 6], [0, 1, 3]]","dec(G0, Q4, 50)",0.738
676,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4], [5, 6]]","[[0, 1, 2, 3, 4], [5, 6]]","inc(G0, Q4, 75)",0.8
