timestep,group,group_members,MSEUr_mean,DTUr_mean,sched_members,sched_members_complete,decision,reward
1068,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 5], [1, 2, 3, 4]]","[[0, 5], [1, 2, 3, 4, 6]]","inc(G0, Q3, 25)",0.611
1068,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[0, 5], [1, 2, 3, 4, 6]]","const(G1, Q1, 0)",0.611
1069,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5]]","[[0, 2, 6], [1, 3, 4, 5]]","const(G0, Q3, 25)",0.58
1069,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[6], []]","[[0, 2, 6], [1, 3, 4, 5]]","inc(G1, Q1, 100)",0.58
1070,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5]]","[[0, 2], [1, 3, 4, 5, 6]]","const(G0, Q3, 25)",0.607
1070,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0, 2], [1, 3, 4, 5, 6]]","dec(G1, Q1, 0)",0.607
1071,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.535
1071,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.535
1072,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5]]","[[4, 6], [0, 1, 2, 3, 5]]","const(G0, Q1, 25)",0.548
1072,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[6], []]","[[4, 6], [0, 1, 2, 3, 5]]","inc(G1, Q1, 100)",0.548
1073,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.538
1073,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G1, Q1, 0)",0.538
1074,0,"[0, 1, 2, 3, 4, 5, 6]","dec(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.603
1075,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 25)",0.536
1076,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q1, 25)",0.538
1077,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 3, 5, 6], [0, 2, 4]]","[[1, 3, 5, 6], [0, 2, 4]]","inc(G0, Q4, 50)",0.737
1078,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5, 6], [0, 1, 2, 3, 4]]","[[5, 6], [0, 1, 2, 3, 4]]","dec(G0, Q3, 25)",0.601
1079,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q3, 25)",0.603
1080,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 2, 5], [3, 4, 6]]","[[0, 1, 2, 5], [3, 4, 6]]","inc(G0, Q4, 50)",0.745
1081,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.538
1082,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 2], [3, 4, 5, 6]]","[[0, 1, 2], [3, 4, 5, 6]]","inc(G0, Q3, 50)",0.67
1083,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 3], [0, 1, 4, 5, 6]]","[[2, 3], [0, 1, 4, 5, 6]]","dec(G0, Q3, 25)",0.605
1084,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 5], [1, 2, 3, 4, 6]]","[[0, 5], [1, 2, 3, 4, 6]]","const(G0, Q3, 25)",0.6
1085,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 3, 4], [1, 2, 5, 6]]","[[0, 3, 4], [1, 2, 5, 6]]","inc(G0, Q3, 50)",0.668
1086,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2], [0, 3, 4, 5, 6]]","[[1, 2], [0, 3, 4, 5, 6]]","dec(G0, Q3, 25)",0.603
1087,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 3, 5], [2, 4, 6]]","[[0, 1, 3, 5], [2, 4, 6]]","inc(G0, Q4, 50)",0.736
1088,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","dec(G0, Q3, 25)",0.598
1089,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.537
1090,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 2], [3, 4, 5, 6]]","[[0, 1, 2], [3, 4, 5, 6]]","inc(G0, Q3, 50)",0.673
1091,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 3], [0, 2, 4, 5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","dec(G0, Q3, 25)",0.604
1092,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 6], [0, 1, 3, 4, 5]]","[[2, 6], [0, 1, 3, 4, 5]]","const(G0, Q2, 25)",0.602
1093,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 5], [1, 2, 3, 4, 6]]","[[0, 5], [1, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.6
1094,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.536
1095,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 6], [0, 2, 3, 4, 5]]","[[1, 6], [0, 2, 3, 4, 5]]","inc(G0, Q3, 25)",0.599
1096,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 25)",0.537
1097,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q1, 25)",0.538
1098,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.536
1099,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.601
1100,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 3, 5], [0, 2, 4, 6]]","[[1, 3, 5], [0, 2, 4, 6]]","inc(G0, Q3, 50)",0.671
1101,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","dec(G0, Q3, 25)",0.599
1102,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 4], [0, 1, 3, 5, 6]]","[[2, 4], [0, 1, 3, 5, 6]]","const(G0, Q3, 25)",0.604
1103,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.536
1104,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.603
1105,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.536
1106,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 6], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","inc(G0, Q3, 25)",0.597
1107,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 3, 4, 6], [0, 1, 5]]","[[2, 3, 4, 6], [0, 1, 5]]","inc(G0, Q4, 50)",0.733
1108,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.599
1109,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.537
1110,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.536
1111,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q1, 25)",0.536
1112,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.537
1113,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.535
1114,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q1, 25)",0.537
1115,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2], [0, 3, 4, 5, 6]]","[[1, 2], [0, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.602
1116,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.535
1117,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3, 4], [0, 1, 2, 5, 6]]","[[3, 4], [0, 1, 2, 5, 6]]","inc(G0, Q3, 25)",0.6
1118,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 25)",0.536
1119,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.535
1120,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.597
1121,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 25)",0.536
1122,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.535
1123,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 4], [2, 3, 5, 6]]","[[0, 1, 4], [2, 3, 5, 6]]","inc(G0, Q3, 50)",0.666
1124,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 3], [1, 2, 4, 5, 6]]","[[0, 3], [1, 2, 4, 5, 6]]","dec(G0, Q3, 25)",0.599
1125,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.535
1126,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.594
1127,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[5, 6], [0, 1, 2, 3, 4]]","[[5, 6], [0, 1, 2, 3, 4]]","const(G0, Q3, 25)",0.596
1128,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.535
1129,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q1, 25)",0.535
1130,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.601
1131,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 6], [0, 1, 3, 4, 5]]","[[2, 6], [0, 1, 3, 4, 5]]","const(G0, Q3, 25)",0.595
1132,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 4], [0, 3, 5, 6]]","[[1, 2, 4], [0, 3, 5, 6]]","inc(G0, Q3, 50)",0.667
1133,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.533
1134,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q1, 25)",0.536
1135,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q1, 25)",0.534
1136,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.534
1137,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q1, 25)",0.533
1138,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3, 5], [0, 1, 2, 4, 6]]","[[3, 5], [0, 1, 2, 4, 6]]","inc(G0, Q3, 25)",0.599
1139,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 3], [0, 2, 4, 5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G0, Q3, 25)",0.603
1140,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2], [0, 3, 4, 5, 6]]","[[1, 2], [0, 3, 4, 5, 6]]","const(G0, Q3, 25)",0.6
1141,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 3], [0, 4, 5, 6]]","[[1, 2, 3], [0, 4, 5, 6]]","inc(G0, Q3, 50)",0.663
1142,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2], [0, 3, 4, 5, 6]]","[[1, 2], [0, 3, 4, 5, 6]]","dec(G0, Q3, 25)",0.598
1143,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G0, Q3, 25)",0.589
1144,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3], [2, 4, 5, 6]]","[[0, 1, 3], [2, 4, 5, 6]]","inc(G0, Q3, 50)",0.667
1145,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.531
1146,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2], [0, 3, 4, 5, 6]]","[[1, 2], [0, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.597
1147,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 25)",0.533
1148,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.589
1149,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 3, 4], [0, 2, 5, 6]]","[[1, 3, 4], [0, 2, 5, 6]]","inc(G0, Q3, 50)",0.667
1150,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","dec(G0, Q3, 25)",0.588
1151,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 25)",0.533
1152,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 4], [0, 1, 3, 5, 6]]","[[2, 4], [0, 1, 3, 5, 6]]","inc(G0, Q3, 25)",0.59
1153,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2, 4], [0, 1, 3, 5, 6]]","[[2, 4], [0, 1, 3, 5, 6]]","const(G0, Q3, 25)",0.588
1154,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5]]","[[1, 4], [0, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.617
1154,1,[6],"dec(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[1, 4], [0, 2, 3, 5, 6]]","const(G1, Q1, 0)",0.617
1155,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5]]","[[0, 4, 6], [1, 2, 3, 5]]","const(G0, Q3, 25)",0.576
1155,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[6], []]","[[0, 4, 6], [1, 2, 3, 5]]","inc(G1, Q1, 100)",0.576
1156,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2, 3, 5], [0, 1, 4]]","[[2, 3, 5], [0, 1, 4, 6]]","inc(G0, Q3, 50)",0.686
1156,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[2, 3, 5], [0, 1, 4, 6]]","dec(G1, Q1, 0)",0.686
1157,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 2], [0, 3, 4, 5]]","[[1, 2], [0, 3, 4, 5, 6]]","dec(G0, Q3, 25)",0.615
1157,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[1, 2], [0, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.615
1158,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 4], [3, 5]]","[[0, 1, 2, 4, 6], [3, 5]]","inc(G0, Q4, 75)",0.649
1158,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[6], []]","[[0, 1, 2, 4, 6], [3, 5]]","inc(G1, Q1, 100)",0.649
1159,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.544
1159,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G1, Q1, 0)",0.544
1160,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 5], [0, 2, 3, 4]]","[[1, 5], [0, 2, 3, 4, 6]]","inc(G0, Q3, 25)",0.626
1160,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[1, 5], [0, 2, 3, 4, 6]]","const(G1, Q1, 0)",0.626
1161,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 3], [1, 2, 4, 5]]","[[0, 3], [1, 2, 4, 5, 6]]","const(G0, Q3, 25)",0.603
1161,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0, 3], [1, 2, 4, 5, 6]]","const(G1, Q1, 0)",0.603
1162,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5]]","[[0, 2], [1, 3, 4, 5, 6]]","const(G0, Q3, 25)",0.599
1162,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0, 2], [1, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.599
1163,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5]]","[[3, 6], [0, 1, 2, 4, 5]]","dec(G0, Q1, 25)",0.545
1163,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[6], []]","[[3, 6], [0, 1, 2, 4, 5]]","inc(G1, Q1, 100)",0.545
1164,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 3], [1, 2, 4, 5]]","[[0, 3], [1, 2, 4, 5, 6]]","inc(G0, Q3, 25)",0.602
1164,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0, 3], [1, 2, 4, 5, 6]]","dec(G1, Q1, 0)",0.602
1165,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5]]","[[1, 4, 6], [0, 2, 3, 5]]","const(G0, Q3, 25)",0.583
1165,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[6], []]","[[1, 4, 6], [0, 2, 3, 5]]","inc(G1, Q1, 100)",0.583
1166,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 25)",0.537
1166,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G1, Q1, 0)",0.537
