timestep,group,group_members,MSEUr_mean,DTUr_mean,sched_members,sched_members_complete,decision,reward
361,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.52
362,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.519
363,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.521
364,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.522
365,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.518
366,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","inc(G0, Q4, 25)",0.586
367,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0], [1, 2, 3, 4, 5, 6]]","[[0], [1, 2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.522
368,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.521
369,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0], [1, 2, 3, 4, 5, 6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.521
370,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.517
371,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.52
372,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.579
373,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","const(G0, Q4, 25)",0.579
374,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.518
375,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.518
376,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.517
377,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.517
378,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q2, 25)",0.52
379,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.523
380,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.522
381,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.522
382,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","inc(G0, Q4, 25)",0.578
383,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.516
384,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q1, 25)",0.519
385,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.575
386,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.523
387,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.525
388,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q2, 25)",0.516
389,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.517
390,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 3, 5], [1, 2, 4, 6]]","[[0, 3, 5], [1, 2, 4, 6]]","inc(G0, Q4, 50)",0.651
391,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 3], [1, 2, 4, 5, 6]]","[[0, 3], [1, 2, 4, 5, 6]]","dec(G0, Q4, 25)",0.58
392,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 25)",0.516
393,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q1, 25)",0.517
394,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.592
395,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.521
396,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.521
397,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[3, 6], [0, 1, 2, 4, 5]]","[[3, 6], [0, 1, 2, 4, 5]]","inc(G0, Q4, 25)",0.573
398,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0], [1, 2, 3, 4, 5, 6]]","[[0], [1, 2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.518
399,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0], [1, 2, 3, 4, 5, 6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.52
400,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.515
401,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[2, 5], [0, 1, 3, 4]]","[[2, 5], [0, 1, 3, 4, 6]]","inc(G0, Q4, 25)",0.587
401,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[2, 5], [0, 1, 3, 4, 6]]","const(G1, Q1, 0)",0.587
402,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q4, 25)",0.592
403,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 6], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","const(G0, Q4, 25)",0.58
404,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.529
404,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.529
405,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0], [1, 2, 3, 4, 5]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.522
405,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.522
406,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.526
406,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.526
407,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5]]","[[0, 1], [2, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.604
407,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.604
408,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.524
408,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.524
409,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2], [3, 4, 5]]","[[0, 1, 2, 6], [3, 4, 5]]","inc(G0, Q4, 50)",0.598
409,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[6], []]","[[0, 1, 2, 6], [3, 4, 5]]","inc(G1, Q2, 100)",0.598
410,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","dec(G0, Q2, 25)",0.525
410,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[6], []]","[[0, 6], [1, 2, 3, 4, 5]]","const(G1, Q2, 100)",0.525
411,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.573
412,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q2, 25)",0.511
413,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 3], [1, 2, 4, 5]]","[[0, 3], [1, 2, 4, 5, 6]]","inc(G0, Q4, 25)",0.588
413,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[0, 3], [1, 2, 4, 5, 6]]","dec(G1, Q1, 0)",0.588
414,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[2, 5], [0, 1, 3, 4]]","[[2, 5], [0, 1, 3, 4, 6]]","const(G0, Q4, 25)",0.583
414,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[2, 5], [0, 1, 3, 4, 6]]","const(G1, Q1, 0)",0.583
415,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 4], [0, 3, 5]]","[[1, 2, 4], [0, 3, 5, 6]]","inc(G0, Q4, 50)",0.668
415,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[1, 2, 4], [0, 3, 5, 6]]","const(G1, Q1, 0)",0.668
416,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.516
416,1,[6],"dec(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.516
417,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.517
417,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G1, Q1, 0)",0.517
418,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.514
418,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G1, Q1, 0)",0.514
419,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2], [0, 3, 4, 5]]","[[1, 2], [0, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.592
419,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[1, 2], [0, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.592
420,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q4, 25)",0.605
420,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.605
421,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q2, 25)",0.521
421,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G1, Q1, 0)",0.521
422,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.514
422,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G1, Q1, 0)",0.514
423,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.515
423,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G1, Q1, 0)",0.515
424,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5]]","[[0, 1], [2, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.6
424,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.6
425,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 3], [0, 2, 4, 5]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G0, Q4, 25)",0.601
425,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G1, Q1, 0)",0.601
426,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","dec(G0, Q2, 25)",0.52
426,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[6], []]","[[0, 6], [1, 2, 3, 4, 5]]","inc(G1, Q2, 100)",0.52
427,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5]]","[[0, 1], [2, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.604
427,1,[6],"const(MSEUr_mean, Q2)","const(DTUr_mean, Q3)","[[], [6]]","[[0, 1], [2, 3, 4, 5, 6]]","dec(G1, Q1, 0)",0.604
428,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.523
428,1,[6],"inc(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.523
429,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.515
429,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G1, Q1, 0)",0.515
430,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.513
430,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[], [6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.513
431,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 0)",0.511
431,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q3)","[[6], []]","[[6], [0, 1, 2, 3, 4, 5]]","inc(G1, Q2, 100)",0.511
432,0,"[0, 1, 2, 3, 4, 5, 6]","dec(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 3, 5], [2, 4, 6]]","[[0, 1, 3, 5], [2, 4, 6]]","inc(G0, Q4, 50)",0.725
433,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 3, 5], [0, 2, 4, 6]]","[[1, 3, 5], [0, 2, 4, 6]]","dec(G0, Q4, 50)",0.65
434,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 4, 6], [1, 2, 3, 5]]","[[0, 4, 6], [1, 2, 3, 5]]","const(G0, Q4, 50)",0.641
435,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 2, 6], [1, 3, 4, 5]]","[[0, 2, 6], [1, 3, 4, 5]]","const(G0, Q4, 50)",0.641
436,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 3, 5], [0, 1, 4, 6]]","[[2, 3, 5], [0, 1, 4, 6]]","const(G0, Q4, 50)",0.647
437,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.519
437,1,[6],"dec(MSEUr_mean, Q1)","const(DTUr_mean, Q3)","[[], [6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G1, Q1, 0)",0.519
438,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5]]","[[2, 6], [0, 1, 3, 4, 5]]","const(G0, Q2, 25)",0.526
438,1,[6],"const(MSEUr_mean, Q1)","const(DTUr_mean, Q3)","[[6], []]","[[2, 6], [0, 1, 3, 4, 5]]","inc(G1, Q2, 100)",0.526
439,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.577
440,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 2, 3, 5], [1, 4, 6]]","[[0, 2, 3, 5], [1, 4, 6]]","inc(G0, Q4, 50)",0.712
441,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 3, 6], [1, 2, 4, 5]]","[[0, 3, 6], [1, 2, 4, 5]]","dec(G0, Q4, 50)",0.646
442,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3, 6], [0, 1, 2, 4, 5]]","[[3, 6], [0, 1, 2, 4, 5]]","dec(G0, Q4, 25)",0.577
443,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q2, 25)",0.516
444,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[4, 5], [0, 1, 2, 3, 6]]","[[4, 5], [0, 1, 2, 3, 6]]","inc(G0, Q4, 25)",0.58
445,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3, 4], [0, 1, 2, 5, 6]]","[[3, 4], [0, 1, 2, 5, 6]]","const(G0, Q4, 25)",0.578
446,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 2, 4], [1, 3, 5, 6]]","[[0, 2, 4], [1, 3, 5, 6]]","inc(G0, Q4, 50)",0.647
447,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q2, 25)",0.516
448,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.578
449,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 2, 5], [3, 4, 6]]","[[0, 1, 2, 5], [3, 4, 6]]","inc(G0, Q4, 50)",0.718
450,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 2, 4, 6], [3, 5]]","[[0, 1, 2, 4, 6], [3, 5]]","inc(G0, Q4, 75)",0.78
451,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","dec(G0, Q4, 25)",0.579
452,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 3, 4, 5], [0, 2, 6]]","[[1, 3, 4, 5], [0, 2, 6]]","inc(G0, Q4, 50)",0.718
453,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","dec(G0, Q4, 25)",0.576
