timestep,group,group_members,MSEUr_mean,DTUr_mean,sched_members,sched_members_complete,decision,reward
1642,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1643,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.867
1644,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.867
1645,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1646,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1647,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1648,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.864
1649,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.87
1650,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.869
1651,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.865
1652,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1653,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1654,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.864
1655,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1656,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1657,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.866
1658,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.86
1659,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1660,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1661,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.858
1662,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.865
1663,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.856
1664,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.858
1665,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.86
1666,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1667,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1668,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.858
1669,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.859
1670,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1671,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.859
1672,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.857
1673,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.858
1674,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1675,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.856
1676,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.853
1677,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.857
1678,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.86
1679,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.86
1680,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.859
1681,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.857
1682,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.857
1683,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.857
1684,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.86
1685,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.86
1686,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.859
1687,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.864
1688,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1689,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1690,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1691,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.868
1692,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1693,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.869
1694,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","dec(G0, Q4, 75)",0.85
1694,1,[6],"inc(MSEUr_mean, Q3)","inc(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.85
1695,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.85
1695,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.85
1696,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.848
1696,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.848
1697,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.849
1697,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.849
1698,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.852
1698,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.852
1699,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.853
1699,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.853
1700,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","inc(G0, Q4, 75)",0.868
1701,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.867
1702,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","dec(G0, Q4, 75)",0.855
1702,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.855
1703,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.847
1703,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.847
1704,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.853
1704,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.853
1705,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.855
1705,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.855
1706,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.85
1706,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.85
1707,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.853
1707,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.853
1708,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.852
1708,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.852
1709,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.857
1709,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.857
1710,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.858
1710,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.858
1711,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1711,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.861
1712,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.856
1712,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.856
1713,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.858
1713,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.858
1714,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.855
1714,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.855
1715,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.853
1715,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.853
1716,0,"[0, 1, 2, 3, 4, 5, 6]","dec(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 2, 3, 5], [4, 6]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.8
1717,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","inc(G0, Q4, 75)",0.863
1718,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.854
1719,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1720,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1721,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1722,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1723,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.864
1724,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1725,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1726,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1727,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1728,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1729,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1730,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1731,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.86
1732,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1733,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1734,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.861
1735,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1736,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.863
1737,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.868
1738,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.862
1739,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.86
1740,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.859
